t,system,cpu_pct,mem_mb,mem_pct,quota_cores
1.07,sys2,0.83,242.3,47.33,1.000
1.08,sys1,2.29,469.6,91.71,1.000
1.36,sys3,0.76,510.9,99.79,1.000
1.36,sys4,1.39,479.8,93.72,1.000
2.07,sys2,5.62,240.3,46.93,1.000
2.08,sys1,4.04,469.5,91.71,1.000
2.36,sys3,6.08,511.1,99.83,1.000
2.36,sys4,1.90,479.8,93.72,1.000
3.07,sys2,60.79,242.5,47.36,1.000
3.08,sys1,98.38,470.9,91.97,1.000
3.36,sys3,42.97,510.9,99.79,1.000
3.36,sys4,9.08,478.8,93.52,1.000
4.08,sys1,97.41,475.1,92.80,1.000
4.08,sys2,55.79,241.6,47.19,1.000
4.36,sys3,55.30,511.2,99.85,1.000
4.36,sys4,24.30,479.5,93.64,1.000
5.08,sys1,102.06,472.2,92.23,1.000
5.08,sys2,25.33,242.2,47.31,1.000
5.36,sys3,47.12,511.2,99.85,1.000
5.37,sys4,55.78,480.2,93.79,1.000
6.08,sys2,38.63,243.3,47.53,1.000
6.15,sys1,83.58,476.8,93.13,1.000
6.36,sys3,55.49,511.3,99.86,1.000
6.37,sys4,42.12,480.2,93.78,1.000
7.08,sys2,41.35,242.9,47.44,1.000
7.16,sys1,102.10,473.4,92.47,1.000
7.37,sys3,30.66,511.3,99.87,1.000
7.37,sys4,8.39,480.2,93.78,1.000
8.08,sys2,57.50,242.4,47.34,1.000
8.16,sys1,90.58,472.1,92.20,1.000
8.37,sys3,57.19,511.1,99.83,1.000
8.37,sys4,29.69,481.1,93.97,1.000
9.08,sys2,29.16,242.4,47.35,1.000
9.16,sys1,90.70,477.7,93.30,1.000
9.37,sys3,38.73,510.9,99.78,1.000
9.38,sys4,30.83,480.9,93.93,1.000
10.09,sys2,9.72,242.4,47.35,1.000
10.16,sys1,86.24,472.4,92.26,1.000
10.37,sys3,47.92,511.2,99.84,1.000
10.38,sys4,59.78,480.9,93.93,1.000
11.09,sys2,19.46,242.4,47.35,1.000
11.16,sys1,90.25,472.2,92.23,1.000
11.38,sys3,17.99,511.8,99.96,1.000
11.38,sys4,49.48,480.9,93.93,1.000
12.1,sys2,37.29,242.4,47.35,1.000
12.17,sys1,90.87,472.5,92.29,1.000
12.38,sys3,45.66,511.2,99.85,1.000
12.39,sys4,23.18,480.9,93.93,1.000
13.12,sys2,44.33,242.4,47.35,1.000
13.17,sys1,93.32,471.5,92.10,1.000
13.38,sys3,63.15,510.7,99.74,1.000
13.39,sys4,13.22,481.0,93.94,1.000
14.12,sys2,36.98,243.1,47.47,1.000
14.17,sys1,95.30,479.9,93.73,1.000
14.39,sys3,47.46,510.2,99.66,1.000
14.39,sys4,18.48,480.9,93.93,1.000
15.13,sys2,32.63,242.4,47.35,1.000
15.17,sys1,75.62,473.8,92.54,1.000
15.39,sys3,29.16,510.6,99.73,1.000
15.4,sys4,29.55,481.4,94.03,1.000
16.13,sys2,11.89,243.2,47.50,1.000
16.17,sys1,91.82,474.4,92.65,1.000
16.39,sys3,56.80,510.5,99.71,1.000
16.4,sys4,17.13,480.4,93.83,1.000
17.13,sys2,25.71,242.4,47.35,1.000
17.18,sys1,88.08,473.5,92.48,1.000
17.39,sys3,31.49,510.6,99.73,1.000
17.4,sys4,18.43,480.4,93.83,1.000
18.13,sys2,41.46,242.4,47.35,1.000
18.18,sys1,94.99,473.9,92.56,1.000
18.39,sys3,57.48,510.6,99.72,1.000
18.4,sys4,11.38,480.4,93.83,1.000
19.13,sys2,14.77,243.4,47.54,1.000
19.18,sys1,96.52,474.1,92.60,1.000
19.39,sys3,67.06,511.0,99.81,1.000
19.4,sys4,33.81,480.5,93.84,1.000
20.14,sys2,43.42,242.7,47.40,1.000
20.18,sys1,87.97,473.5,92.48,1.000
20.39,sys3,25.95,510.8,99.76,1.000
20.4,sys4,5.16,480.4,93.83,1.000
21.14,sys2,68.07,242.8,47.41,1.000
21.18,sys1,101.83,473.2,92.41,1.000
21.39,sys3,25.42,510.9,99.78,1.000
21.4,sys4,31.05,481.2,93.99,1.000
22.14,sys2,27.48,242.7,47.41,1.000
22.19,sys1,95.13,479.7,93.70,1.000
22.39,sys3,29.77,510.5,99.70,1.000
22.41,sys4,41.84,480.4,93.84,1.000
23.14,sys2,25.16,242.7,47.41,1.000
23.19,sys1,81.17,473.0,92.39,1.000
23.4,sys3,51.36,510.3,99.66,1.000
23.41,sys4,7.60,480.5,93.84,1.000
24.14,sys2,33.50,240.9,47.05,1.000
24.19,sys1,94.90,479.3,93.62,1.000
24.4,sys3,71.40,510.4,99.68,1.000
24.41,sys4,6.42,480.4,93.84,1.000
25.14,sys2,43.20,241.0,47.06,1.000
25.19,sys1,105.96,479.9,93.74,1.000
25.4,sys3,39.74,510.0,99.61,1.000
25.41,sys4,29.87,480.5,93.85,1.000
26.14,sys2,27.95,241.1,47.10,1.000
26.19,sys1,82.97,473.9,92.55,1.000
26.41,sys3,30.08,510.1,99.64,1.000
26.41,sys4,27.34,482.4,94.21,1.000
27.15,sys2,32.85,241.4,47.15,1.000
27.25,sys1,93.48,473.6,92.49,1.000
27.41,sys3,24.23,510.1,99.63,1.000
27.42,sys4,23.90,480.6,93.87,1.000
28.15,sys2,64.54,241.3,47.14,1.000
28.25,sys1,94.67,476.8,93.12,1.000
28.41,sys3,40.50,510.3,99.66,1.000
28.42,sys4,7.53,480.6,93.87,1.000
29.15,sys2,71.36,241.8,47.22,1.000
29.25,sys1,100.68,476.6,93.09,1.000
29.41,sys3,38.75,510.3,99.67,1.000
29.42,sys4,10.33,480.6,93.87,1.000
30.15,sys2,65.36,242.0,47.27,1.000
30.25,sys1,96.69,477.1,93.19,1.000
30.41,sys3,35.32,510.2,99.65,1.000
30.42,sys4,22.42,480.4,93.83,1.000
31.16,sys2,56.18,242.1,47.29,1.000
31.26,sys1,96.56,476.0,92.97,1.000
31.42,sys3,28.56,510.4,99.69,1.000
31.42,sys4,28.56,480.6,93.87,1.000
32.16,sys2,62.50,241.3,47.12,1.000
32.26,sys1,98.14,474.6,92.70,1.000
32.42,sys3,28.59,510.1,99.64,1.000
32.43,sys4,9.10,481.1,93.96,1.000
33.16,sys2,51.38,241.1,47.09,1.000
33.26,sys1,98.41,474.0,92.58,1.000
33.42,sys3,24.62,510.3,99.67,1.000
33.43,sys4,29.71,481.1,93.97,1.000
34.16,sys2,82.89,241.3,47.14,1.000
34.26,sys1,102.24,473.6,92.49,1.000
34.43,sys3,39.51,510.4,99.69,1.000
34.43,sys4,6.75,480.6,93.87,1.000
35.16,sys2,66.64,240.8,47.03,1.000
35.26,sys1,88.75,482.8,94.29,1.000
35.43,sys3,22.22,510.5,99.70,1.000
35.43,sys4,4.87,480.6,93.87,1.000
36.16,sys2,76.09,240.8,47.03,1.000
36.26,sys1,88.08,480.2,93.79,1.000
36.43,sys3,38.57,510.8,99.76,1.000
36.43,sys4,7.06,480.6,93.87,1.000
37.16,sys2,37.72,241.3,47.12,1.000
37.26,sys1,89.57,473.4,92.46,1.000
37.43,sys3,69.45,504.1,98.47,1.000
37.43,sys4,33.74,480.6,93.87,1.000
38.16,sys2,6.81,240.8,47.03,1.000
38.27,sys1,104.49,473.2,92.41,1.000
38.43,sys3,70.33,504.8,98.59,1.000
38.43,sys4,41.81,480.6,93.87,1.000
39.16,sys2,3.95,241.0,47.07,1.000
39.27,sys1,97.40,472.5,92.29,1.000
39.43,sys4,53.01,482.4,94.22,1.000
39.44,sys3,39.35,504.5,98.54,1.000
40.17,sys2,3.53,240.8,47.03,1.000
40.27,sys1,96.77,474.0,92.57,1.000
40.43,sys4,52.57,484.4,94.62,1.000
40.44,sys3,47.25,507.1,99.04,1.000
41.17,sys2,13.27,241.0,47.08,1.000
41.27,sys1,96.31,475.5,92.87,1.000
41.44,sys3,29.77,507.0,99.03,1.000
41.45,sys4,68.55,481.9,94.12,1.000
42.17,sys2,9.83,240.8,47.03,1.000
42.27,sys1,99.53,476.1,92.99,1.000
42.44,sys3,36.86,507.4,99.11,1.000
42.45,sys4,74.88,482.1,94.16,1.000
43.17,sys2,48.78,240.8,47.04,1.000
43.27,sys1,90.70,475.6,92.90,1.000
43.44,sys3,19.62,507.5,99.12,1.000
43.45,sys4,14.68,481.5,94.04,1.000
44.17,sys2,61.04,241.5,47.18,1.000
44.27,sys1,95.09,475.7,92.92,1.000
44.45,sys3,30.36,507.6,99.13,1.000
44.45,sys4,8.29,481.9,94.12,1.000
45.17,sys2,55.57,241.0,47.06,1.000
45.28,sys1,101.45,481.6,94.06,1.000
45.45,sys3,22.73,507.5,99.13,1.000
45.46,sys4,6.44,481.6,94.07,1.000
46.17,sys2,72.97,241.9,47.25,1.000
46.28,sys1,96.22,474.8,92.73,1.000
46.45,sys3,52.17,504.8,98.59,1.000
46.46,sys4,7.03,481.6,94.07,1.000
47.18,sys2,80.33,241.3,47.13,1.000
47.28,sys1,93.19,476.9,93.15,1.000
47.45,sys3,38.13,505.0,98.62,1.000
47.46,sys4,6.81,481.4,94.02,1.000
48.18,sys2,88.75,242.4,47.35,1.000
48.28,sys1,97.49,475.6,92.89,1.000
48.45,sys3,41.19,505.7,98.77,1.000
48.47,sys4,11.99,481.6,94.07,1.000
49.18,sys2,60.34,241.5,47.17,1.000
49.28,sys1,90.60,471.8,92.14,1.000
