t,system,cpu_pct,mem_mb,mem_pct,quota_cores
1.18,sys1,0.68,501.1,97.86,1.000
1.19,sys3,0.86,510.6,99.73,1.000
1.19,sys4,1.17,480.8,93.91,1.000
1.2,sys2,0.98,239.8,46.83,1.000
2.18,sys1,0.42,501.2,97.89,1.000
2.19,sys3,0.21,510.6,99.73,1.000
2.19,sys4,0.85,481.1,93.96,1.000
2.2,sys2,0.21,239.8,46.83,1.000
3.18,sys1,80.79,502.3,98.11,1.000
3.19,sys3,61.43,511.5,99.91,1.000
3.19,sys4,46.01,481.5,94.04,1.000
3.2,sys2,46.80,240.6,47.00,1.000
4.18,sys1,82.63,504.3,98.50,1.000
4.19,sys3,67.01,510.3,99.67,1.000
4.19,sys4,40.14,481.9,94.12,1.000
4.2,sys2,62.66,239.9,46.86,1.000
5.18,sys1,96.76,505.5,98.73,1.000
5.19,sys3,76.20,512.0,100.00,1.000
5.2,sys2,51.46,241.7,47.20,1.000
5.2,sys4,40.95,482.6,94.27,1.000
6.19,sys1,96.08,506.7,98.97,1.000
6.19,sys3,67.99,510.1,99.64,1.000
6.2,sys2,55.59,241.1,47.10,1.000
6.2,sys4,57.87,481.9,94.12,1.000
7.19,sys1,70.61,507.8,99.18,1.000
7.2,sys3,61.91,510.8,99.76,1.000
7.2,sys4,37.57,482.2,94.17,1.000
7.21,sys2,53.05,240.4,46.96,1.000
8.19,sys1,81.71,505.7,98.76,1.000
8.2,sys3,83.06,510.2,99.64,1.000
8.2,sys4,43.45,482.0,94.14,1.000
8.21,sys2,42.53,240.7,47.00,1.000
9.19,sys1,94.68,507.0,99.02,1.000
9.2,sys4,58.16,481.9,94.12,1.000
9.21,sys2,48.38,241.2,47.10,1.000
9.21,sys3,83.85,510.5,99.71,1.000
10.2,sys1,86.75,508.7,99.36,1.000
10.2,sys4,42.90,482.6,94.26,1.000
10.21,sys2,44.37,240.0,46.88,1.000
10.21,sys3,69.18,511.6,99.92,1.000
11.2,sys1,78.60,507.1,99.03,1.000
11.2,sys4,42.22,482.0,94.13,1.000
11.21,sys2,39.48,240.3,46.93,1.000
11.21,sys3,59.49,510.4,99.69,1.000
12.21,sys1,62.21,507.0,99.02,1.000
12.21,sys2,34.57,241.6,47.18,1.000
12.21,sys3,70.44,510.4,99.69,1.000
12.21,sys4,36.17,482.2,94.17,1.000
13.21,sys1,73.08,506.3,98.89,1.000
13.21,sys2,57.81,240.7,47.00,1.000
13.21,sys3,69.89,511.7,99.94,1.000
13.21,sys4,36.65,483.1,94.36,1.000
14.21,sys1,67.77,505.4,98.72,1.000
14.21,sys2,31.22,240.9,47.05,1.000
14.21,sys3,56.09,511.0,99.80,1.000
14.21,sys4,44.75,482.7,94.28,1.000
15.21,sys1,82.10,506.1,98.84,1.000
15.21,sys2,52.92,240.8,47.03,1.000
15.21,sys4,42.66,482.4,94.22,1.000
15.22,sys3,81.87,511.3,99.86,1.000
16.21,sys4,44.02,482.2,94.17,1.000
