t,system,cpu_pct,mem_mb,mem_pct,quota_cores
1.2,sys3,1.50,509.4,99.49,1.000
1.2,sys4,3.69,479.5,93.65,1.000
1.21,sys2,0.90,244.1,47.69,1.000
1.27,sys1,2.64,471.8,92.16,1.000
2.2,sys3,0.35,509.1,99.44,1.000
2.21,sys2,0.64,244.1,47.68,1.000
2.21,sys4,0.73,479.4,93.64,1.000
2.27,sys1,2.26,474.3,92.64,1.000
3.2,sys3,48.45,509.3,99.47,1.000
3.21,sys2,2.13,243.9,47.64,1.000
3.21,sys4,3.40,478.1,93.39,1.000
3.27,sys1,16.10,473.2,92.42,1.000
4.21,sys2,2.19,244.1,47.68,1.000
4.21,sys4,3.23,478.4,93.44,1.000
4.22,sys3,40.57,509.0,99.41,1.000
4.28,sys1,9.55,472.4,92.26,1.000
5.21,sys2,1.68,242.9,47.44,1.000
5.21,sys4,4.81,478.3,93.42,1.000
5.22,sys3,41.09,508.9,99.40,1.000
5.28,sys1,15.01,473.0,92.39,1.000
6.21,sys4,2.18,477.9,93.33,1.000
6.22,sys2,1.03,242.9,47.45,1.000
6.22,sys3,19.10,508.9,99.40,1.000
6.28,sys1,7.48,473.8,92.54,1.000
7.22,sys2,1.20,243.1,47.49,1.000
7.22,sys3,40.65,509.8,99.56,1.000
7.22,sys4,2.29,477.9,93.34,1.000
7.28,sys1,8.46,473.8,92.53,1.000
8.22,sys2,2.03,243.1,47.49,1.000
8.22,sys4,16.19,478.6,93.48,1.000
8.23,sys3,16.29,509.3,99.46,1.000
8.28,sys1,8.25,473.2,92.42,1.000
9.22,sys2,0.49,242.9,47.44,1.000
9.22,sys4,11.67,478.3,93.42,1.000
9.23,sys3,3.48,509.2,99.45,1.000
9.28,sys1,5.65,472.7,92.33,1.000
10.22,sys4,26.42,479.4,93.63,1.000
10.23,sys2,2.06,242.9,47.44,1.000
10.23,sys3,12.10,509.3,99.47,1.000
10.28,sys1,17.55,471.9,92.17,1.000
11.22,sys4,16.20,480.9,93.93,1.000
11.23,sys2,1.62,243.2,47.49,1.000
11.23,sys3,9.60,509.7,99.56,1.000
11.29,sys1,13.20,472.9,92.37,1.000
12.23,sys2,1.67,243.1,47.49,1.000
12.23,sys4,31.42,479.2,93.59,1.000
12.24,sys3,16.18,509.7,99.54,1.000
12.29,sys1,11.48,473.6,92.49,1.000
13.23,sys4,15.23,479.7,93.69,1.000
13.24,sys2,2.96,242.5,47.36,1.000
13.24,sys3,8.80,509.4,99.50,1.000
13.29,sys1,10.49,473.1,92.40,1.000
14.23,sys4,19.11,479.9,93.72,1.000
14.24,sys2,1.44,242.6,47.38,1.000
14.24,sys3,4.89,509.4,99.49,1.000
14.3,sys1,8.29,473.1,92.40,1.000
15.23,sys4,14.58,479.9,93.72,1.000
15.24,sys3,8.43,509.4,99.50,1.000
15.25,sys2,1.00,242.6,47.38,1.000
