t,system,cpu_pct,mem_mb,mem_pct,quota_cores
1.19,sys1,0.44,505.5,98.73,1.000
1.19,sys3,0.75,486.8,95.09,1.000
1.2,sys2,0.27,238.5,46.58,1.000
1.2,sys4,0.68,439.5,85.85,1.000
2.19,sys3,0.18,487.1,95.13,1.000
2.2,sys1,0.48,505.5,98.73,1.000
2.2,sys2,0.38,238.5,46.58,1.000
2.2,sys4,0.62,439.5,85.84,1.000
3.2,sys1,56.31,507.7,99.15,1.000
3.2,sys3,74.12,501.0,97.85,1.000
3.21,sys2,36.93,238.9,46.65,1.000
3.21,sys4,0.59,439.3,85.80,1.000
4.2,sys1,73.76,505.7,98.77,1.000
4.2,sys3,85.22,504.4,98.52,1.000
4.21,sys2,70.67,240.3,46.93,1.000
4.21,sys4,0.65,439.3,85.80,1.000
5.2,sys1,43.86,506.7,98.97,1.000
5.2,sys3,56.80,505.2,98.67,1.000
5.21,sys2,45.24,240.5,46.97,1.000
5.21,sys4,0.66,439.3,85.80,1.000
6.2,sys1,57.78,505.9,98.81,1.000
6.2,sys3,57.64,506.0,98.83,1.000
6.21,sys2,39.93,240.6,46.99,1.000
6.21,sys4,0.63,439.3,85.80,1.000
7.2,sys1,64.92,506.9,99.01,1.000
7.2,sys3,59.12,508.2,99.25,1.000
7.21,sys2,54.83,240.6,46.99,1.000
7.21,sys4,0.61,439.3,85.80,1.000
8.2,sys3,67.67,508.9,99.40,1.000
8.21,sys1,52.35,506.9,99.01,1.000
8.22,sys2,41.75,240.1,46.90,1.000
8.22,sys4,0.60,439.3,85.80,1.000
9.21,sys1,82.21,506.8,98.98,1.000
9.21,sys3,75.63,500.3,97.72,1.000
9.22,sys2,55.18,240.1,46.90,1.000
9.22,sys4,0.62,439.3,85.80,1.000
10.21,sys1,72.65,506.7,98.96,1.000
10.21,sys3,50.65,501.5,97.96,1.000
10.22,sys2,74.75,239.9,46.86,1.000
10.23,sys4,0.67,439.3,85.80,1.000
11.21,sys1,88.79,507.6,99.14,1.000
11.21,sys3,88.16,502.0,98.04,1.000
11.23,sys2,52.39,239.9,46.86,1.000
11.23,sys4,0.89,439.3,85.80,1.000
12.21,sys1,71.60,508.2,99.26,1.000
12.21,sys3,72.45,501.9,98.03,1.000
12.23,sys2,72.48,240.5,46.96,1.000
12.23,sys4,0.62,439.3,85.80,1.000
13.21,sys1,64.36,507.1,99.03,1.000
13.22,sys3,43.68,502.2,98.08,1.000
13.23,sys2,67.38,239.3,46.75,1.000
13.23,sys4,0.66,439.3,85.80,1.000
14.21,sys1,76.17,507.6,99.14,1.000
14.22,sys3,36.93,502.1,98.06,1.000
14.23,sys2,84.39,240.2,46.92,1.000
14.23,sys4,0.72,439.3,85.80,1.000
15.22,sys1,71.83,507.3,99.08,1.000
15.22,sys3,38.03,502.5,98.15,1.000
15.23,sys2,86.54,240.9,47.04,1.000
15.23,sys4,0.59,439.3,85.80,1.000
16.22,sys1,75.89,506.7,98.96,1.000
16.22,sys3,87.88,503.4,98.33,1.000
16.23,sys2,35.38,239.8,46.84,1.000
16.23,sys4,0.55,439.3,85.80,1.000
17.22,sys1,70.50,508.0,99.21,1.000
17.22,sys3,99.68,504.2,98.47,1.000
17.23,sys2,31.18,239.6,46.79,1.000
17.23,sys4,0.74,439.3,85.80,1.000
18.22,sys1,52.10,508.8,99.38,1.000
18.22,sys3,76.22,504.7,98.58,1.000
18.23,sys2,18.74,239.6,46.79,1.000
18.23,sys4,0.66,439.3,85.80,1.000
19.22,sys3,64.49,505.9,98.82,1.000
19.23,sys1,83.71,507.5,99.12,1.000
19.23,sys2,76.95,239.7,46.81,1.000
19.23,sys4,0.66,439.3,85.80,1.000
20.23,sys1,88.51,509.1,99.44,1.000
20.23,sys3,32.03,506.4,98.91,1.000
20.23,sys4,3.40,439.5,85.84,1.000
20.24,sys2,83.66,239.6,46.80,1.000
21.23,sys1,83.37,509.9,99.60,1.000
21.23,sys3,39.20,506.2,98.87,1.000
21.24,sys2,92.58,239.9,46.85,1.000
21.24,sys4,0.63,439.3,85.80,1.000
22.23,sys1,57.75,507.3,99.08,1.000
22.23,sys3,58.90,506.9,99.00,1.000
22.24,sys4,0.71,439.3,85.80,1.000
22.25,sys2,64.01,239.9,46.85,1.000
23.23,sys1,77.80,507.6,99.15,1.000
23.23,sys3,99.91,507.5,99.13,1.000
23.24,sys4,0.69,439.3,85.80,1.000
23.25,sys2,13.72,240.4,46.94,1.000
24.23,sys1,55.97,507.8,99.19,1.000
24.23,sys3,79.63,509.1,99.43,1.000
24.24,sys4,0.62,439.3,85.80,1.000
24.25,sys2,16.11,239.9,46.85,1.000
25.24,sys1,69.93,507.1,99.04,1.000
25.24,sys3,71.31,507.5,99.12,1.000
25.25,sys2,56.04,240.2,46.92,1.000
25.25,sys4,0.64,439.3,85.80,1.000
26.24,sys1,52.11,506.9,99.01,1.000
26.24,sys3,32.33,507.7,99.16,1.000
26.25,sys2,63.62,242.2,47.31,1.000
26.25,sys4,0.63,439.3,85.80,1.000
27.24,sys1,64.97,506.7,98.97,1.000
27.25,sys2,71.96,240.4,46.95,1.000
27.25,sys3,33.16,507.7,99.16,1.000
27.25,sys4,0.63,439.3,85.79,1.000
