t,system,cpu_pct,mem_mb,mem_pct,quota_cores
1.18,sys2,1.52,239.0,46.67,1.000
1.18,sys4,1.56,482.3,94.20,1.000
1.19,sys3,1.20,509.5,99.51,1.000
1.2,sys1,1.92,504.6,98.56,1.000
2.18,sys2,0.39,239.0,46.68,1.000
2.19,sys3,0.96,509.5,99.51,1.000
2.19,sys4,1.44,482.3,94.20,1.000
2.2,sys1,2.81,503.2,98.28,1.000
3.18,sys2,36.63,238.3,46.54,1.000
3.19,sys3,48.90,510.1,99.63,1.000
3.19,sys4,25.86,480.5,93.86,1.000
3.2,sys1,65.11,503.9,98.42,1.000
4.19,sys2,42.12,239.8,46.84,1.000
4.19,sys3,79.98,510.2,99.65,1.000
4.2,sys1,93.54,506.4,98.91,1.000
4.2,sys4,51.55,483.1,94.35,1.000
5.19,sys2,43.80,239.3,46.74,1.000
5.19,sys3,50.93,509.7,99.55,1.000
5.2,sys1,64.54,505.4,98.72,1.000
5.2,sys4,43.80,482.6,94.26,1.000
6.19,sys2,47.44,240.2,46.91,1.000
6.2,sys3,84.95,510.2,99.65,1.000
6.2,sys4,39.98,482.6,94.26,1.000
6.21,sys1,91.00,503.6,98.36,1.000
7.19,sys2,43.75,239.5,46.77,1.000
7.2,sys3,83.90,510.0,99.61,1.000
7.2,sys4,48.42,483.1,94.36,1.000
7.21,sys1,96.20,507.8,99.17,1.000
8.2,sys2,47.85,239.5,46.77,1.000
8.2,sys3,60.81,510.1,99.62,1.000
8.2,sys4,48.02,482.4,94.22,1.000
8.21,sys1,74.79,505.4,98.71,1.000
9.2,sys2,48.36,240.3,46.93,1.000
9.2,sys3,66.18,510.7,99.75,1.000
9.2,sys4,38.28,483.9,94.51,1.000
9.21,sys1,86.89,507.3,99.08,1.000
10.2,sys2,46.73,239.3,46.73,1.000
10.2,sys4,41.05,483.4,94.41,1.000
10.21,sys1,86.40,507.8,99.18,1.000
10.21,sys3,70.41,510.7,99.74,1.000
11.2,sys2,44.29,239.2,46.73,1.000
11.2,sys4,47.35,482.6,94.26,1.000
11.21,sys1,74.36,505.6,98.74,1.000
11.21,sys3,48.95,510.0,99.60,1.000
12.2,sys2,39.16,239.8,46.83,1.000
12.21,sys3,70.24,510.6,99.72,1.000
12.21,sys4,50.15,482.9,94.32,1.000
12.22,sys1,75.72,506.2,98.88,1.000
13.21,sys2,35.97,239.8,46.83,1.000
13.21,sys3,55.24,509.8,99.56,1.000
13.21,sys4,36.31,483.2,94.37,1.000
13.25,sys1,73.81,507.2,99.06,1.000
14.21,sys2,49.79,240.4,46.95,1.000
14.21,sys3,69.03,510.4,99.68,1.000
14.22,sys4,43.52,483.1,94.36,1.000
14.26,sys1,97.24,505.1,98.66,1.000
15.21,sys2,37.29,239.8,46.83,1.000
15.22,sys3,68.26,510.6,99.74,1.000
15.22,sys4,55.59,482.6,94.27,1.000
15.26,sys1,89.13,507.5,99.13,1.000
16.21,sys2,45.02,239.3,46.73,1.000
16.22,sys3,67.01,510.2,99.65,1.000
16.22,sys4,44.02,482.2,94.17,1.000
16.26,sys1,85.63,505.0,98.64,1.000
17.21,sys2,58.30,239.3,46.74,1.000
17.22,sys3,70.05,510.2,99.65,1.000
17.22,sys4,55.00,482.4,94.22,1.000
17.26,sys1,71.84,505.2,98.67,1.000
18.21,sys2,31.83,239.8,46.84,1.000
18.22,sys3,53.52,511.0,99.81,1.000
18.22,sys4,36.89,482.7,94.27,1.000
18.27,sys1,68.89,509.0,99.41,1.000
19.21,sys2,38.96,239.3,46.74,1.000
19.22,sys4,48.56,482.4,94.22,1.000
19.23,sys3,66.92,510.8,99.76,1.000
19.27,sys1,82.49,506.3,98.88,1.000
20.21,sys2,48.52,239.3,46.73,1.000
20.23,sys3,71.39,511.3,99.86,1.000
20.23,sys4,43.76,483.2,94.38,1.000
20.27,sys1,85.64,509.5,99.51,1.000
21.21,sys2,42.84,239.3,46.73,1.000
21.23,sys3,67.74,511.1,99.83,1.000
21.23,sys4,41.01,483.5,94.43,1.000
21.27,sys1,81.37,508.9,99.39,1.000
22.21,sys2,46.90,239.3,46.73,1.000
22.23,sys4,40.31,483.0,94.35,1.000
22.24,sys3,68.63,510.9,99.79,1.000
22.27,sys1,95.73,507.6,99.15,1.000
23.22,sys2,54.85,239.5,46.78,1.000
23.23,sys4,62.29,483.1,94.36,1.000
23.24,sys3,79.02,510.7,99.74,1.000
23.28,sys1,82.45,507.7,99.16,1.000
24.22,sys2,44.96,239.8,46.83,1.000
24.23,sys4,44.85,483.5,94.44,1.000
24.24,sys3,72.78,510.6,99.73,1.000
24.28,sys1,75.08,506.0,98.83,1.000
25.22,sys2,47.96,240.5,46.97,1.000
25.24,sys3,86.46,510.0,99.62,1.000
25.24,sys4,40.01,483.5,94.44,1.000
25.28,sys1,102.66,508.1,99.24,1.000
26.22,sys2,56.05,239.4,46.76,1.000
26.24,sys3,74.53,509.3,99.48,1.000
26.24,sys4,58.45,483.6,94.45,1.000
26.29,sys1,89.37,506.7,98.96,1.000
27.23,sys2,33.16,239.4,46.76,1.000
