t,system,cpu_pct,mem_mb,mem_pct,quota_cores
1.23,sys1,0.55,504.5,98.54,1.000
1.24,sys2,0.07,236.7,46.24,1.000
1.24,sys3,0.42,510.1,99.62,1.000
1.24,sys4,0.70,481.7,94.08,1.000
2.23,sys1,0.61,504.5,98.53,1.000
2.24,sys2,0.74,236.7,46.24,1.000
2.24,sys3,0.58,510.3,99.67,1.000
2.24,sys4,1.63,481.7,94.08,1.000
3.24,sys3,65.20,510.7,99.75,1.000
3.24,sys4,51.64,481.3,94.01,1.000
3.25,sys2,51.43,236.8,46.25,1.000
3.27,sys1,85.74,509.4,99.49,1.000
4.24,sys3,57.01,510.3,99.67,1.000
4.24,sys4,45.91,482.2,94.18,1.000
4.25,sys2,50.68,238.0,46.48,1.000
4.27,sys1,98.71,510.1,99.62,1.000
5.24,sys4,49.63,482.9,94.31,1.000
5.25,sys2,49.47,241.6,47.19,1.000
5.25,sys3,72.62,510.3,99.67,1.000
5.27,sys1,101.87,510.6,99.73,1.000
6.24,sys4,40.73,484.2,94.57,1.000
6.25,sys3,52.48,510.2,99.66,1.000
6.26,sys2,38.99,238.2,46.53,1.000
6.27,sys1,67.03,508.9,99.39,1.000
7.25,sys3,60.31,511.2,99.84,1.000
7.25,sys4,52.48,482.1,94.16,1.000
7.26,sys2,63.13,238.5,46.58,1.000
7.27,sys1,94.87,508.1,99.25,1.000
8.25,sys3,57.76,510.9,99.79,1.000
8.25,sys4,45.53,483.0,94.34,1.000
8.26,sys2,51.18,238.7,46.63,1.000
8.27,sys1,92.56,510.2,99.65,1.000
9.25,sys3,64.60,510.0,99.61,1.000
9.25,sys4,42.61,481.9,94.11,1.000
9.26,sys2,56.52,238.5,46.58,1.000
9.28,sys1,92.99,509.4,99.49,1.000
10.25,sys3,58.87,510.1,99.63,1.000
10.25,sys4,35.16,483.1,94.35,1.000
10.26,sys2,46.73,238.5,46.58,1.000
10.28,sys1,85.29,509.3,99.48,1.000
11.25,sys3,58.42,511.5,99.89,1.000
11.25,sys4,48.02,482.7,94.27,1.000
11.26,sys2,48.69,238.2,46.53,1.000
11.28,sys1,90.34,510.4,99.68,1.000
12.25,sys3,65.34,511.2,99.85,1.000
12.25,sys4,51.87,484.1,94.56,1.000
12.26,sys2,64.77,238.2,46.53,1.000
12.28,sys1,100.46,510.3,99.67,1.000
13.25,sys3,41.87,511.3,99.87,1.000
13.25,sys4,50.14,482.2,94.18,1.000
13.27,sys2,34.81,238.9,46.67,1.000
13.28,sys1,64.06,508.1,99.24,1.000
14.25,sys3,71.95,511.6,99.91,1.000
14.26,sys4,53.94,483.4,94.42,1.000
14.27,sys2,48.39,239.5,46.77,1.000
14.28,sys1,92.40,507.7,99.17,1.000
15.25,sys3,73.85,511.3,99.86,1.000
15.26,sys4,54.40,483.2,94.37,1.000
15.27,sys2,65.45,238.7,46.62,1.000
15.29,sys1,86.98,510.6,99.73,1.000
16.26,sys3,50.74,510.9,99.79,1.000
16.26,sys4,39.29,482.2,94.18,1.000
16.28,sys2,44.31,238.5,46.58,1.000
16.29,sys1,85.41,509.8,99.57,1.000
17.26,sys3,65.82,511.4,99.89,1.000
17.26,sys4,44.41,482.9,94.32,1.000
17.28,sys2,52.53,239.5,46.78,1.000
17.29,sys1,87.85,508.5,99.31,1.000
18.26,sys3,66.27,510.9,99.78,1.000
18.26,sys4,54.85,482.7,94.27,1.000
18.28,sys2,58.77,238.3,46.53,1.000
18.29,sys1,89.34,511.5,99.91,1.000
19.26,sys3,59.73,510.9,99.78,1.000
19.26,sys4,27.58,482.4,94.22,1.000
19.28,sys2,25.84,239.1,46.70,1.000
19.29,sys1,61.25,511.5,99.91,1.000
