t,system,cpu_pct,mem_mb,mem_pct,quota_cores
1.26,sys1,3.68,470.9,91.97,1.000
1.26,sys2,0.67,241.8,47.22,1.000
1.26,sys3,0.23,510.0,99.60,1.000
1.26,sys4,0.78,479.0,93.56,1.000
2.27,sys1,4.74,472.8,92.35,1.000
2.27,sys2,0.42,241.8,47.22,1.000
2.27,sys3,2.14,510.0,99.60,1.000
2.27,sys4,5.30,479.4,93.64,1.000
3.27,sys1,14.55,472.9,92.37,1.000
3.27,sys2,24.68,242.3,47.33,1.000
3.27,sys3,19.41,510.0,99.62,1.000
3.27,sys4,18.03,479.1,93.57,1.000
4.27,sys1,15.29,472.6,92.30,1.000
4.27,sys2,24.03,242.9,47.44,1.000
4.27,sys3,9.85,510.2,99.65,1.000
4.27,sys4,5.32,479.5,93.66,1.000
5.27,sys1,10.93,472.3,92.25,1.000
5.27,sys2,5.83,243.7,47.59,1.000
5.27,sys3,18.95,510.2,99.65,1.000
5.27,sys4,14.95,479.7,93.69,1.000
6.27,sys2,38.13,243.8,47.62,1.000
6.28,sys1,32.59,472.9,92.37,1.000
6.28,sys3,41.87,510.1,99.62,1.000
6.28,sys4,33.13,481.5,94.05,1.000
7.28,sys1,20.21,473.3,92.44,1.000
7.28,sys2,8.52,243.6,47.57,1.000
7.28,sys3,20.50,510.3,99.67,1.000
7.28,sys4,35.92,482.1,94.16,1.000
8.28,sys2,4.92,243.8,47.62,1.000
8.29,sys1,20.82,473.1,92.39,1.000
8.29,sys3,20.82,510.3,99.67,1.000
8.29,sys4,29.54,481.6,94.06,1.000
9.28,sys2,5.92,243.8,47.62,1.000
9.29,sys3,53.54,510.7,99.74,1.000
9.29,sys4,17.34,482.2,94.18,1.000
9.31,sys1,28.84,472.3,92.26,1.000
10.28,sys2,14.53,244.1,47.68,1.000
10.29,sys3,25.55,510.5,99.71,1.000
10.29,sys4,14.31,481.7,94.08,1.000
10.31,sys1,24.99,473.2,92.42,1.000
11.28,sys2,17.84,244.1,47.68,1.000
11.29,sys3,29.11,511.0,99.80,1.000
11.3,sys4,13.90,481.7,94.08,1.000
11.31,sys1,18.95,474.5,92.68,1.000
12.28,sys2,25.24,244.0,47.66,1.000
12.29,sys3,46.74,510.7,99.75,1.000
12.3,sys4,20.20,482.4,94.23,1.000
12.32,sys1,31.99,474.4,92.65,1.000
13.28,sys2,16.97,244.1,47.68,1.000
13.29,sys3,24.26,510.5,99.71,1.000
13.31,sys4,27.55,481.7,94.08,1.000
13.32,sys1,20.22,474.4,92.65,1.000
14.28,sys2,7.88,243.6,47.59,1.000
14.3,sys3,21.05,510.4,99.69,1.000
14.31,sys4,31.98,481.9,94.12,1.000
14.32,sys1,17.17,474.4,92.65,1.000
15.28,sys2,8.10,243.9,47.64,1.000
15.3,sys3,15.21,510.2,99.66,1.000
15.31,sys4,45.57,481.7,94.09,1.000
15.32,sys1,22.54,474.7,92.72,1.000
16.28,sys2,10.38,244.7,47.80,1.000
16.3,sys3,7.61,510.6,99.72,1.000
16.32,sys4,3.47,481.8,94.09,1.000
16.33,sys1,7.45,473.7,92.52,1.000
17.29,sys2,17.26,244.4,47.73,1.000
17.3,sys3,7.04,510.6,99.72,1.000
17.32,sys4,2.88,481.5,94.05,1.000
17.33,sys1,6.91,474.0,92.58,1.000
18.29,sys2,6.78,243.6,47.58,1.000
18.3,sys3,3.21,510.3,99.66,1.000
18.33,sys1,4.85,474.6,92.69,1.000
18.33,sys4,2.37,481.5,94.04,1.000
19.29,sys2,12.96,244.1,47.68,1.000
19.3,sys3,12.66,510.3,99.67,1.000
19.33,sys4,13.24,481.5,94.04,1.000
19.34,sys1,10.97,475.0,92.77,1.000
20.3,sys2,3.40,243.9,47.63,1.000
20.31,sys3,6.75,510.6,99.72,1.000
20.33,sys4,4.47,481.3,93.99,1.000
20.34,sys1,3.25,473.5,92.48,1.000
21.3,sys2,11.65,243.6,47.59,1.000
21.31,sys3,15.84,510.5,99.71,1.000
21.34,sys1,11.32,474.6,92.70,1.000
21.34,sys4,5.84,481.7,94.07,1.000
22.3,sys2,3.12,243.9,47.64,1.000
22.31,sys3,21.52,510.6,99.73,1.000
22.34,sys4,5.48,481.6,94.06,1.000
22.35,sys1,6.80,474.7,92.71,1.000
23.3,sys2,6.84,243.9,47.63,1.000
23.31,sys3,7.36,510.3,99.67,1.000
23.35,sys1,5.89,474.2,92.62,1.000
23.35,sys4,2.06,480.6,93.86,1.000
24.31,sys2,2.62,243.7,47.59,1.000
