t,system,cpu_pct,mem_mb,mem_pct,quota_cores
1.18,sys1,1.67,504.4,98.52,1.000
1.2,sys4,2.37,482.6,94.25,1.000
1.28,sys2,0.77,237.5,46.38,1.000
1.28,sys3,0.61,509.7,99.56,1.000
2.18,sys1,1.01,504.5,98.54,1.000
2.2,sys4,0.89,482.8,94.30,1.000
2.28,sys2,8.98,238.2,46.52,1.000
2.29,sys3,4.79,509.7,99.55,1.000
3.18,sys1,96.67,507.3,99.08,1.000
3.2,sys4,44.64,481.4,94.02,1.000
3.28,sys2,61.61,238.4,46.55,1.000
3.29,sys3,62.21,509.8,99.57,1.000
4.18,sys1,78.58,510.1,99.62,1.000
4.2,sys4,59.25,484.8,94.68,1.000
4.28,sys2,52.62,238.8,46.64,1.000
4.29,sys3,86.86,510.0,99.61,1.000
5.19,sys1,79.69,509.7,99.56,1.000
5.2,sys4,63.56,483.0,94.33,1.000
5.28,sys2,48.47,240.0,46.88,1.000
5.29,sys3,61.00,510.1,99.64,1.000
6.21,sys4,49.71,482.8,94.30,1.000
6.29,sys1,92.06,509.2,99.45,1.000
6.29,sys2,53.05,239.2,46.72,1.000
6.29,sys3,62.88,509.9,99.60,1.000
7.21,sys4,52.58,482.9,94.31,1.000
7.29,sys1,90.18,509.6,99.53,1.000
7.29,sys2,40.28,239.2,46.72,1.000
7.29,sys3,57.48,509.9,99.59,1.000
8.21,sys4,57.17,483.0,94.34,1.000
8.29,sys2,47.28,239.2,46.72,1.000
8.29,sys3,50.81,509.9,99.60,1.000
8.3,sys1,72.20,509.3,99.46,1.000
9.21,sys4,53.12,483.5,94.44,1.000
9.29,sys2,47.14,239.7,46.81,1.000
9.3,sys1,90.52,510.3,99.66,1.000
9.3,sys3,81.11,510.7,99.75,1.000
10.21,sys4,32.27,483.8,94.48,1.000
10.29,sys2,24.27,239.4,46.76,1.000
10.3,sys1,74.40,510.9,99.79,1.000
10.3,sys3,61.92,510.1,99.63,1.000
11.22,sys4,47.43,483.1,94.35,1.000
11.29,sys2,49.56,239.4,46.76,1.000
11.3,sys1,83.87,510.5,99.72,1.000
11.3,sys3,68.89,510.2,99.64,1.000
12.22,sys4,38.86,483.0,94.34,1.000
12.3,sys1,94.69,511.3,99.87,1.000
12.3,sys2,54.46,239.0,46.69,1.000
12.3,sys3,67.77,510.1,99.62,1.000
13.22,sys4,46.01,483.2,94.38,1.000
13.3,sys1,93.71,511.3,99.86,1.000
13.3,sys2,35.28,239.0,46.68,1.000
13.3,sys3,90.95,510.5,99.71,1.000
14.23,sys4,38.14,483.3,94.39,1.000
14.3,sys1,85.40,509.6,99.53,1.000
14.3,sys2,49.23,239.0,46.68,1.000
14.32,sys3,62.31,510.1,99.62,1.000
15.24,sys4,47.32,483.0,94.34,1.000
15.3,sys2,51.90,239.5,46.77,1.000
15.31,sys1,82.40,509.6,99.54,1.000
15.32,sys3,45.73,510.0,99.60,1.000
16.24,sys4,64.18,484.5,94.63,1.000
16.3,sys2,50.84,239.0,46.67,1.000
16.31,sys1,77.99,510.9,99.78,1.000
16.33,sys3,52.39,509.9,99.59,1.000
17.24,sys4,40.53,483.3,94.39,1.000
17.31,sys1,82.84,510.3,99.67,1.000
17.31,sys2,52.29,239.0,46.68,1.000
17.33,sys3,66.20,510.0,99.62,1.000
18.24,sys4,46.04,483.0,94.34,1.000
18.31,sys1,71.79,511.2,99.85,1.000
18.31,sys2,44.80,239.1,46.69,1.000
18.33,sys3,68.67,512.0,100.00,1.000
19.24,sys4,19.31,483.3,94.39,1.000
19.31,sys1,83.60,510.8,99.76,1.000
19.31,sys2,46.58,239.3,46.74,1.000
19.33,sys3,63.91,510.4,99.68,1.000
20.24,sys4,47.89,483.3,94.39,1.000
20.31,sys1,67.12,510.1,99.63,1.000
20.31,sys2,33.20,239.0,46.69,1.000
20.33,sys3,47.24,511.0,99.80,1.000
21.25,sys4,56.26,483.8,94.48,1.000
21.31,sys1,87.15,511.0,99.80,1.000
21.31,sys2,45.27,239.1,46.69,1.000
21.33,sys3,52.30,511.5,99.90,1.000
22.26,sys4,47.00,484.5,94.63,1.000
22.32,sys1,73.25,511.5,99.91,1.000
22.32,sys2,28.83,239.7,46.82,1.000
22.34,sys3,58.68,511.9,99.99,1.000
23.26,sys4,47.63,483.8,94.49,1.000
23.32,sys1,87.50,512.0,100.00,1.000
