t,system,cpu_pct,mem_mb,mem_pct,quota_cores
1.18,sys1,1.53,504.4,98.51,1.000
1.19,sys3,1.50,509.0,99.42,1.000
1.19,sys4,1.62,482.3,94.21,1.000
1.21,sys2,1.95,239.2,46.72,1.000
2.18,sys1,0.80,504.1,98.46,1.000
2.19,sys3,0.34,509.3,99.46,1.000
2.19,sys4,1.40,481.4,94.01,1.000
2.21,sys2,0.51,239.0,46.68,1.000
3.18,sys1,83.03,504.3,98.49,1.000
3.19,sys3,55.25,509.6,99.52,1.000
3.21,sys2,53.22,239.5,46.78,1.000
3.21,sys4,14.32,480.7,93.88,1.000
4.19,sys1,76.53,504.0,98.43,1.000
4.19,sys3,45.51,509.7,99.54,1.000
4.21,sys2,32.39,239.3,46.73,1.000
4.21,sys4,39.53,481.4,94.03,1.000
5.19,sys1,69.01,507.4,99.11,1.000
5.2,sys3,58.76,510.3,99.66,1.000
5.21,sys4,31.45,482.3,94.19,1.000
5.22,sys2,45.03,239.6,46.80,1.000
6.19,sys1,107.78,506.1,98.85,1.000
6.2,sys3,77.46,509.5,99.51,1.000
6.21,sys4,41.54,482.1,94.17,1.000
6.22,sys2,43.95,240.0,46.88,1.000
7.2,sys1,79.98,506.4,98.90,1.000
7.2,sys3,32.49,509.7,99.55,1.000
7.21,sys4,43.23,482.4,94.22,1.000
7.22,sys2,31.65,239.0,46.69,1.000
8.2,sys1,76.13,506.5,98.92,1.000
8.2,sys3,63.37,509.6,99.53,1.000
8.21,sys4,33.20,482.2,94.17,1.000
8.23,sys2,46.40,239.0,46.69,1.000
9.2,sys1,45.54,506.8,98.98,1.000
9.2,sys3,46.19,509.7,99.54,1.000
9.21,sys4,16.50,482.1,94.17,1.000
9.23,sys2,15.08,239.3,46.74,1.000
10.21,sys1,88.02,508.3,99.27,1.000
10.21,sys3,58.89,510.2,99.65,1.000
10.22,sys4,56.45,482.7,94.28,1.000
10.23,sys2,50.83,240.3,46.93,1.000
11.21,sys1,97.19,507.9,99.19,1.000
11.21,sys3,59.60,509.8,99.57,1.000
11.22,sys4,34.01,482.1,94.17,1.000
11.23,sys2,39.42,239.5,46.78,1.000
12.21,sys1,79.74,507.4,99.10,1.000
12.21,sys3,62.42,509.6,99.54,1.000
12.23,sys2,41.92,239.6,46.79,1.000
12.23,sys4,25.42,482.4,94.22,1.000
13.21,sys1,84.03,509.7,99.56,1.000
13.21,sys3,62.75,509.7,99.56,1.000
13.23,sys2,30.33,239.3,46.75,1.000
