t,system,cpu_pct,mem_mb,mem_pct,quota_cores
1.72,sys1,0.56,471.3,92.05,1.000
1.72,sys2,0.37,243.6,47.59,1.000
1.72,sys3,0.24,509.4,99.49,1.000
1.72,sys4,2.07,480.2,93.79,1.000
2.72,sys1,22.62,474.0,92.57,1.000
2.72,sys2,7.63,242.5,47.37,1.000
2.72,sys3,15.61,509.7,99.56,1.000
2.72,sys4,8.61,479.8,93.72,1.000
3.72,sys1,33.35,475.9,92.94,1.000
3.72,sys2,17.45,241.8,47.23,1.000
3.72,sys3,23.71,509.7,99.54,1.000
3.72,sys4,23.06,479.5,93.66,1.000
4.72,sys1,21.70,476.1,92.99,1.000
4.72,sys2,7.92,242.2,47.31,1.000
4.72,sys3,14.00,509.4,99.49,1.000
4.72,sys4,11.56,479.7,93.69,1.000
5.72,sys2,28.25,243.9,47.63,1.000
5.72,sys3,40.38,510.2,99.64,1.000
5.72,sys4,19.82,481.5,94.04,1.000
5.73,sys1,33.07,480.6,93.86,1.000
6.72,sys2,7.77,243.9,47.64,1.000
6.73,sys1,10.59,478.3,93.41,1.000
6.73,sys3,11.46,510.0,99.60,1.000
6.73,sys4,7.32,481.3,94.01,1.000
7.72,sys2,10.65,243.7,47.59,1.000
7.73,sys1,14.32,478.5,93.46,1.000
7.73,sys3,19.99,509.9,99.59,1.000
7.73,sys4,12.06,481.4,94.03,1.000
8.73,sys1,21.11,477.1,93.18,1.000
8.73,sys2,9.24,243.9,47.64,1.000
8.73,sys3,19.01,510.0,99.60,1.000
8.73,sys4,9.54,481.4,94.03,1.000
9.73,sys3,25.62,509.9,99.60,1.000
9.73,sys4,19.88,481.4,94.03,1.000
9.74,sys1,29.27,479.1,93.58,1.000
9.74,sys2,21.46,243.7,47.60,1.000
10.73,sys3,0.37,509.9,99.59,1.000
10.73,sys4,0.97,481.4,94.03,1.000
10.74,sys1,0.45,478.6,93.47,1.000
10.74,sys2,0.25,243.7,47.60,1.000
11.73,sys3,12.75,509.9,99.59,1.000
11.73,sys4,8.59,481.4,94.03,1.000
11.74,sys1,14.59,477.3,93.22,1.000
11.75,sys2,11.38,243.7,47.59,1.000
12.73,sys4,12.02,481.7,94.08,1.000
12.74,sys1,13.70,477.5,93.26,1.000
12.74,sys3,14.37,510.7,99.75,1.000
12.75,sys2,12.42,243.9,47.64,1.000
13.74,sys1,21.49,477.9,93.35,1.000
13.74,sys3,20.18,509.9,99.60,1.000
13.74,sys4,14.95,481.4,94.03,1.000
13.75,sys2,13.50,243.7,47.60,1.000
14.74,sys1,30.83,478.7,93.49,1.000
14.74,sys3,21.58,510.1,99.62,1.000
14.74,sys4,15.97,481.4,94.03,1.000
