t,system,cpu_pct,mem_mb,mem_pct,quota_cores
1.37,sys2,0.23,242.7,47.41,1.000
1.38,sys4,0.89,481.8,94.10,1.000
1.39,sys1,0.71,473.9,92.57,1.000
1.39,sys3,0.26,510.3,99.68,1.000
2.37,sys2,0.38,242.7,47.41,1.000
2.38,sys4,2.00,482.1,94.16,1.000
2.39,sys1,0.54,474.1,92.60,1.000
2.39,sys3,0.32,510.1,99.63,1.000
3.37,sys2,18.59,242.7,47.41,1.000
3.38,sys4,27.07,480.1,93.76,1.000
3.39,sys1,47.55,479.8,93.72,1.000
3.39,sys3,32.48,510.1,99.63,1.000
4.37,sys2,28.80,244.8,47.80,1.000
4.38,sys4,23.64,480.5,93.85,1.000
4.39,sys1,28.28,480.8,93.90,1.000
4.39,sys3,31.41,510.2,99.65,1.000
5.37,sys2,16.32,244.4,47.73,1.000
5.38,sys4,25.05,482.3,94.19,1.000
5.39,sys3,29.01,510.7,99.75,1.000
5.4,sys1,42.42,479.2,93.59,1.000
6.37,sys2,18.39,244.3,47.72,1.000
6.38,sys4,24.90,482.8,94.29,1.000
6.39,sys3,38.23,510.7,99.75,1.000
6.4,sys1,40.61,479.9,93.74,1.000
7.38,sys2,33.21,243.8,47.63,1.000
7.38,sys4,23.16,482.0,94.14,1.000
7.4,sys1,32.28,481.7,94.08,1.000
7.4,sys3,34.83,511.5,99.90,1.000
8.38,sys2,8.98,243.7,47.60,1.000
8.39,sys4,12.58,482.3,94.19,1.000
8.4,sys1,24.92,480.4,93.84,1.000
8.4,sys3,23.25,510.2,99.66,1.000
9.38,sys2,17.05,243.7,47.60,1.000
9.39,sys4,27.36,482.3,94.20,1.000
9.4,sys1,28.73,481.4,94.01,1.000
9.4,sys3,26.48,510.5,99.71,1.000
10.38,sys2,13.27,243.7,47.61,1.000
10.39,sys4,19.56,482.8,94.29,1.000
10.4,sys1,26.28,482.2,94.18,1.000
10.4,sys3,23.63,511.1,99.82,1.000
11.38,sys2,12.35,244.0,47.66,1.000
11.39,sys4,18.54,482.5,94.25,1.000
11.4,sys1,25.74,477.2,93.20,1.000
11.4,sys3,20.25,510.7,99.76,1.000
12.38,sys2,43.48,243.8,47.62,1.000
12.39,sys4,42.52,482.5,94.24,1.000
12.4,sys1,76.46,483.4,94.41,1.000
12.4,sys3,56.52,511.1,99.82,1.000
13.38,sys2,10.25,243.8,47.61,1.000
13.39,sys4,12.17,482.0,94.15,1.000
13.41,sys1,14.99,481.9,94.12,1.000
13.41,sys3,18.06,510.6,99.72,1.000
14.38,sys2,31.39,243.8,47.62,1.000
14.4,sys4,29.05,482.0,94.15,1.000
14.41,sys1,44.31,483.1,94.36,1.000
14.41,sys3,34.95,510.6,99.73,1.000
15.38,sys2,16.80,244.0,47.66,1.000
15.4,sys4,13.74,483.0,94.34,1.000
15.41,sys1,27.84,480.1,93.77,1.000
15.41,sys3,19.76,511.6,99.92,1.000
16.39,sys2,30.46,243.8,47.61,1.000
16.4,sys4,26.64,482.3,94.20,1.000
16.41,sys1,41.31,480.1,93.77,1.000
16.41,sys3,39.71,511.6,99.93,1.000
17.39,sys2,25.33,243.8,47.62,1.000
17.4,sys4,13.09,482.3,94.20,1.000
17.41,sys1,43.07,481.0,93.94,1.000
17.42,sys3,42.48,511.9,99.98,1.000
18.39,sys2,18.35,243.8,47.61,1.000
18.4,sys4,25.32,481.6,94.05,1.000
18.41,sys1,30.06,483.2,94.38,1.000
18.42,sys3,31.48,510.9,99.79,1.000
19.39,sys2,22.44,243.8,47.61,1.000
19.4,sys4,15.39,481.8,94.10,1.000
19.41,sys1,23.19,483.7,94.47,1.000
19.42,sys3,25.02,510.7,99.75,1.000
20.39,sys2,12.67,243.8,47.61,1.000
20.4,sys4,19.24,482.5,94.24,1.000
20.41,sys1,38.70,485.6,94.84,1.000
20.42,sys3,25.82,510.7,99.74,1.000
21.39,sys2,21.17,244.0,47.66,1.000
21.41,sys1,25.19,481.8,94.11,1.000
21.41,sys4,18.62,482.8,94.29,1.000
21.42,sys3,24.14,511.2,99.84,1.000
22.39,sys2,6.13,244.0,47.66,1.000
22.41,sys1,16.25,481.6,94.06,1.000
22.41,sys4,12.14,482.8,94.29,1.000
22.42,sys3,18.36,510.7,99.74,1.000
23.39,sys2,15.00,243.8,47.61,1.000
23.41,sys4,7.31,482.5,94.24,1.000
23.42,sys1,27.02,481.2,93.99,1.000
23.42,sys3,16.43,510.5,99.70,1.000
24.4,sys2,13.84,243.8,47.61,1.000
24.41,sys4,13.75,482.3,94.19,1.000
24.42,sys1,28.41,483.0,94.34,1.000
24.43,sys3,15.94,510.5,99.70,1.000
25.4,sys2,4.34,243.8,47.62,1.000
25.41,sys4,6.77,482.5,94.24,1.000
25.42,sys1,14.26,482.2,94.17,1.000
25.43,sys3,7.37,510.8,99.76,1.000
26.4,sys2,5.87,244.0,47.66,1.000
26.42,sys1,16.65,480.9,93.93,1.000
26.42,sys4,7.07,485.8,94.88,1.000
26.43,sys3,15.29,511.8,99.95,1.000
27.4,sys2,23.66,243.8,47.61,1.000
27.42,sys1,43.29,483.3,94.39,1.000
