t,system,cpu_pct,mem_mb,mem_pct,quota_cores
1.7,sys2,0.32,235.7,46.03,1.000
1.7,sys3,0.46,483.3,94.39,1.000
1.71,sys1,0.65,481.7,94.08,1.000
1.71,sys4,1.42,455.7,89.01,1.000
2.71,sys1,27.35,471.7,92.12,1.000
2.71,sys2,11.47,236.8,46.25,1.000
2.71,sys3,19.74,484.6,94.65,1.000
2.71,sys4,20.65,457.2,89.30,1.000
3.71,sys1,68.07,475.1,92.78,1.000
3.71,sys2,42.29,237.1,46.32,1.000
3.71,sys3,65.86,486.3,94.99,1.000
3.71,sys4,30.55,458.6,89.57,1.000
4.71,sys1,33.13,475.3,92.83,1.000
4.71,sys2,39.66,239.2,46.72,1.000
4.71,sys3,33.36,487.9,95.30,1.000
4.71,sys4,25.55,462.5,90.33,1.000
5.71,sys1,25.90,476.4,93.05,1.000
5.71,sys2,11.32,239.5,46.78,1.000
5.71,sys3,17.88,488.1,95.34,1.000
5.72,sys4,17.79,463.7,90.57,1.000
6.71,sys2,12.89,239.8,46.84,1.000
6.72,sys1,10.95,475.9,92.94,1.000
6.72,sys3,10.84,488.9,95.49,1.000
6.72,sys4,11.67,464.1,90.65,1.000
7.71,sys2,7.77,239.9,46.86,1.000
7.72,sys1,12.50,475.8,92.93,1.000
7.72,sys3,6.12,488.8,95.46,1.000
7.72,sys4,5.44,464.3,90.68,1.000
8.71,sys2,18.20,241.3,47.13,1.000
8.72,sys1,32.41,473.2,92.42,1.000
8.72,sys3,15.38,489.2,95.56,1.000
8.72,sys4,21.38,465.6,90.95,1.000
9.71,sys2,35.05,241.4,47.15,1.000
9.72,sys3,43.88,490.3,95.77,1.000
9.72,sys4,43.67,466.4,91.10,1.000
9.75,sys1,46.07,475.5,92.87,1.000
10.71,sys2,33.82,243.7,47.59,1.000
10.72,sys3,46.68,492.7,96.22,1.000
10.72,sys4,36.60,466.8,91.16,1.000
10.75,sys1,53.58,477.1,93.19,1.000
11.72,sys2,30.14,243.8,47.62,1.000
11.72,sys3,46.74,493.5,96.39,1.000
11.72,sys4,23.39,466.8,91.16,1.000
11.75,sys1,50.32,479.3,93.60,1.000
12.72,sys2,32.20,244.4,47.73,1.000
12.72,sys3,45.64,494.0,96.49,1.000
12.72,sys4,20.71,467.7,91.34,1.000
12.75,sys1,44.80,478.1,93.37,1.000
13.72,sys2,29.45,243.6,47.59,1.000
13.72,sys3,40.09,493.3,96.35,1.000
13.73,sys4,25.90,468.1,91.42,1.000
13.75,sys1,36.50,478.2,93.39,1.000
14.72,sys2,26.46,243.6,47.59,1.000
14.73,sys3,32.07,493.3,96.35,1.000
14.73,sys4,30.76,469.5,91.70,1.000
14.75,sys1,31.60,477.9,93.34,1.000
15.72,sys2,31.36,243.4,47.54,1.000
15.73,sys3,24.36,493.1,96.30,1.000
15.73,sys4,19.59,469.6,91.72,1.000
