t,system,cpu_pct,mem_mb,mem_pct,quota_cores
1.74,sys3,1.21,504.0,98.44,1.000
1.74,sys4,1.85,469.4,91.68,1.000
1.78,sys1,2.14,473.2,92.41,1.000
1.79,sys2,0.26,243.9,47.63,1.000
2.74,sys3,15.90,505.6,98.75,1.000
2.74,sys4,13.76,470.4,91.88,1.000
2.78,sys1,19.81,481.5,94.04,1.000
2.79,sys2,9.00,242.7,47.40,1.000
3.74,sys3,24.42,504.4,98.51,1.000
3.74,sys4,24.31,470.5,91.90,1.000
3.79,sys1,20.84,479.2,93.60,1.000
3.79,sys2,15.71,242.9,47.45,1.000
4.74,sys3,12.90,504.3,98.50,1.000
4.74,sys4,9.06,470.8,91.95,1.000
4.79,sys1,10.84,479.1,93.57,1.000
4.79,sys2,11.85,243.1,47.47,1.000
5.74,sys3,14.60,504.3,98.50,1.000
5.74,sys4,12.04,472.0,92.19,1.000
5.79,sys1,4.21,477.8,93.32,1.000
5.8,sys2,4.83,243.4,47.53,1.000
6.74,sys4,10.03,472.1,92.21,1.000
6.75,sys3,20.32,504.4,98.51,1.000
6.79,sys1,6.91,478.8,93.52,1.000
6.8,sys2,4.74,242.5,47.37,1.000
7.74,sys4,14.84,472.7,92.32,1.000
7.75,sys3,18.72,504.6,98.56,1.000
7.79,sys1,14.14,479.2,93.60,1.000
7.8,sys2,19.54,243.5,47.56,1.000
8.75,sys3,17.27,504.6,98.55,1.000
8.75,sys4,6.81,472.8,92.34,1.000
8.79,sys1,12.85,479.9,93.73,1.000
8.8,sys2,13.40,243.8,47.62,1.000
9.75,sys3,12.95,504.9,98.61,1.000
9.75,sys4,7.95,472.9,92.37,1.000
9.79,sys1,10.62,479.3,93.61,1.000
9.81,sys2,5.55,243.6,47.57,1.000
10.75,sys3,41.84,506.0,98.83,1.000
10.75,sys4,35.80,476.4,93.04,1.000
10.79,sys1,34.02,477.6,93.27,1.000
10.81,sys2,21.32,244.2,47.69,1.000
11.75,sys3,29.97,505.1,98.65,1.000
11.76,sys4,30.86,476.4,93.05,1.000
11.8,sys1,24.31,482.0,94.14,1.000
11.81,sys2,19.36,243.9,47.64,1.000
12.75,sys3,37.60,505.2,98.68,1.000
12.77,sys4,44.90,477.6,93.28,1.000
12.8,sys1,38.46,480.7,93.89,1.000
12.81,sys2,17.92,243.9,47.64,1.000
13.75,sys3,43.92,505.2,98.67,1.000
13.77,sys4,30.07,477.1,93.19,1.000
13.8,sys1,37.09,480.6,93.88,1.000
13.81,sys2,21.65,243.9,47.64,1.000
14.75,sys3,1.40,505.4,98.72,1.000
14.78,sys4,4.34,477.6,93.29,1.000
14.8,sys1,6.21,481.5,94.05,1.000
14.82,sys2,5.39,244.2,47.69,1.000
15.75,sys3,22.38,505.3,98.69,1.000
15.78,sys4,15.55,477.3,93.22,1.000
15.8,sys1,13.09,480.3,93.81,1.000
15.82,sys2,5.25,243.9,47.64,1.000
16.76,sys3,14.11,505.4,98.70,1.000
16.79,sys4,18.21,477.3,93.22,1.000
16.81,sys1,14.00,483.7,94.46,1.000
16.82,sys2,5.80,243.9,47.64,1.000
17.76,sys3,7.10,505.3,98.69,1.000
17.79,sys4,4.18,477.6,93.27,1.000
17.81,sys1,7.31,481.8,94.09,1.000
